Key_ind,Destiny,Label_ind,SiteDate_Key,ID_SiteDate,site,lat,lon,Shell_length_cm,Shell_width_cm,Shell_height_cm,Boring_sponge,External_fauna,Other_external_parasites,Pea_crab,Internal_fauna,Other_internal_parasites,Ripe_Gonad,Sex,Month,Day,Year,Color
eed5c808,SG,SG_1041,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,9.0932,3.429,,FALSE,NA,Tubeworm,TRUE,NA,No,FALSE,,5,31,2022,#FFAD00
f25060f5,SG,SG_1042,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.509,4.0894,,FALSE,NA,,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
a6bf86da,SG,SG_1043,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.9154,3.8862,,FALSE,NA,,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
2065a9df,SG,SG_1044,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.9916,4.2926,,FALSE,NA,Tubeworm,FALSE,NA,,FALSE,,5,31,2022,#FFAD00
facbbdbf,SG,SG_1045,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.366,4.4196,,FALSE,NA,,TRUE,NA,,TRUE,0,5,31,2022,#FFAD00
dd6103a0,SG,SG_1046,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.2136,4.4704,,FALSE,NA,,FALSE,NA,,FALSE,,5,31,2022,#FFAD00
4831b7b0,SG,SG_1047,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,5.842,3.7592,,FALSE,NA,Tubeworms,TRUE,NA,,FALSE,,5,31,2022,#FFAD00
9831ca6e,SG,SG_1048,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.62,4.953,,FALSE,NA,Tubeworm,FALSE,NA,,TRUE,1,5,31,2022,#FFAD00
2c29990f,SG,SG_1049,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.1026,4.2926,,FALSE,NA,,FALSE,NA,,TRUE,1,5,31,2022,#FFAD00
f357cf40,SG,SG_1050,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.9502,4.572,,FALSE,NA,Tubeworms,FALSE,NA,,TRUE,1,5,31,2022,#FFAD00
b2f89cc5,SG,SG_1051,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.0358,3.5814,,FALSE,NA,Tubeworm,TRUE,NA,,FALSE,,5,31,2022,#FFAD00
c46c4085,SG,SG_1052,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.128,4.8006,,FALSE,NA,Tubeworm,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
950c6b7a,SG,SG_1053,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.239,4.318,,FALSE,NA,,FALSE,NA,,TRUE,1,5,31,2022,#FFAD00
bb651ac2,SG,SG_1054,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.239,4.064,,FALSE,NA,Barnacles Tubeworm,TRUE,NA,,TRUE,1,5,31,2022,#FFAD00
6eb7b2f7,SG,SG_1055,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,9.017,4.699,,FALSE,NA,,FALSE,NA,,FALSE,,5,31,2022,#FFAD00
ec7e4330,SG,SG_1056,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.1882,4.9022,,FALSE,NA,,FALSE,NA,,FALSE,,5,31,2022,#FFAD00
08412b0c,SG,SG_1057,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.5,5.61,,FALSE,NA,,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
173180d2,SG,SG_1058,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,6.2,3.87,,FALSE,NA,,TRUE,NA,,TRUE,1,5,31,2022,#FFAD00
a9cbcf78,SG,SG_1059,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,9.79,3.66,,TRUE,NA,Tubeworm,FALSE,NA,,FALSE,0,5,31,2022,#FFAD00
bc6baefa,SG,SG_1060,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.55,4.94,,FALSE,NA,,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
0b870f2b,SG,SG_1061,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,6.49,3.83,,FALSE,NA,"Barnacle, mussel",FALSE,NA,,TRUE,NA,5,31,2022,#FFAD00
f210900b,SG,SG_1062,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.72,3.52,,FALSE,NA,Tubeworm,FALSE,NA,,FALSE,NA,5,31,2022,#FFAD00
18b59709,SG,SG_1063,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.83,4.88,,FALSE,NA,,FALSE,NA,,FALSE,NA,5,31,2022,#FFAD00
8a94aafd,SG,SG_1064,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7,4.98,,FALSE,NA,Tubeworm,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
549b1525,SG,SG_1065,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,9.5,5.61,,FALSE,NA,Tubeworm adjacent,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
01e3c4d8,SG,SG_1066,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.49,4.6,,FALSE,NA,,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
8d996fb4,SG,SG_1067,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.99,4.44,,FALSE,NA,,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
f7722cd0,SG,SG_1068,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,8.36,4.05,,FALSE,NA,Tubeworms,FALSE,NA,,TRUE,1,5,31,2022,#FFAD00
441569ef,SG,SG_1069,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7.44,3.26,,FALSE,NA,Tubeworms,FALSE,NA,,FALSE,,5,31,2022,#FFAD00
51812db1,SG,SG_1070,1EFAFEDB,OL_MI_SC_2022-5-31,OYL,33.5235297,-79.061842,7,5.51,,FALSE,NA,2 Large barnacles,FALSE,NA,,TRUE,0,5,31,2022,#FFAD00
6e238e9e,SG,SG_1071,b4cb9d1a,GalBay_TX_Grid312_2022-6-2,GLB,29.5325,-94.845,14.61,7.1,,FALSE,NA,Mussels,FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
ecf788f5,SG,SG_1072,b4cb9d1a,GalBay_TX_Grid312_2022-6-2,GLB,29.5325,-94.845,12.49,8.1,,FALSE,NA,Musscels,FALSE,NA,,TRUE,NA,6,6,2022,#FF3D00
bd1c4a4b,SG,SG_1073,b4cb9d1a,GalBay_TX_Grid312_2022-6-2,GLB,29.5325,-94.845,12.22,8,,FALSE,NA,"Barnacles, mussels",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
66a12ae0,SG,SG_1074,b4cb9d1a,GalBay_TX_Grid312_2022-6-2,GLB,29.5325,-94.845,9.2,8.66,,FALSE,NA,Mussels,FALSE,NA,Small red worms,TRUE,0,6,6,2022,#FF3D00
41f91734,SG,SG_1075,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.61166667,-94.95861111,10.3,8.61,,FALSE,NA,,FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
abb1ae0b,SG,SG_1076,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.61166667,-94.95861111,12.5,6.4,,FALSE,NA,Barnacles,FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
44846605,SG,SG_1077,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.61166667,-94.95861111,9,8.33,,FALSE,NA,"Bryophyte, barnacle, white thing (same as 1075 pic)",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
02760ed5,SG,SG_1078,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.61166667,-94.95861111,7.77,5.9,,FALSE,NA,Tubeworm,FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
865600c1,SG,SG_1079,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.61166667,-94.95861111,7.7,6.09,,FALSE,NA,"Mussels, slipper snail, Tubeworm, barnacles",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
95d7d3d0,SG,SG_1080,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.61166667,-94.95861111,9.49,7.33,,FALSE,NA,"Mussels, slipper snail, bryophyte, red worms",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
2c05b7fd,SG,SG_1081,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.61166667,-94.95861111,12.8,7.49,,FALSE,NA,"Bryophyte, tube worm, barnacles, red worm",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
47bd9de6,SG,SG_1082,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.61166667,-94.95861111,9.4,7.16,,FALSE,NA,"Tube worms, mussels, slipper snail, red worms",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
52775fe9,SG,SG_1087,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,8,7.05,,FALSE,NA,"Mussels, seaweed",FALSE,NA,,FALSE,NA,6,6,2022,#FF3D00
5112cfbc,SG,SG_1086,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,10.88,7.16,,FALSE,NA,"Mussels, barnacles, tube worms, bryophyte",FALSE,NA,,TRUE,NA,6,6,2022,#FF3D00
851a009a,SG,SG_1088,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,13.3,8.5,,FALSE,NA,Bryophyte,FALSE,NA,,TRUE,NA,6,6,2022,#FF3D00
702714f0,SG,SG_1090,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,11.83,7.77,,FALSE,NA,"Barnacles, bryophyte, tube worms, mussels,",FALSE,NA,,TRUE,1,6,6,2022,#FF3D00
f69ab709,SG,SG_1091,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,7.99,6.72,,FALSE,NA,"Barnacles, bryophyte, tube seaweed, mussels,",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
171c56fe,SG,SG_1089,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,8.15,7,,FALSE,NA,"Tube worm, bryophyte, mussels, barnacles, mollusk",FALSE,NA,,TRUE,1,6,6,2022,#FF3D00
5795889f,SG,SG_1084,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.5475,-94.90361111,5.56,4.27,,FALSE,NA,"Mussels, mollusks, bryophyte",FALSE,NA,,TRUE,1,6,6,2022,#FF3D00
7cb45c20,SG,SG_1092,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.5475,-94.90361111,6.44,4.61,,FALSE,NA,"Red worms, barnacles, mussels, mollusk, bryophyte",FALSE,NA,,TRUE,1,6,6,2022,#FF3D00
b7bb9f04,SG,SG_1085,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.5475,-94.90361111,4.9,4.66,,FALSE,NA,"Barnacles, mussels, mollusk",FALSE,NA,,TRUE,1,6,6,2022,#FF3D00
c9ed3857,SG,SG_1093,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.5475,-94.90361111,5,3.97,,FALSE,NA,"Mollusks, mussels",FALSE,NA,,TRUE,1,6,6,2022,#FF3D00
dbbaa94b,SG,SG_1094,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.5475,-94.90361111,6.61,4.22,,FALSE,NA,,FALSE,NA,,TRUE,1,6,6,2022,#FF3D00
afccbf11,SG,SG_1083,cf155c61,Galbay_TX_Grid169_2022-6-2,GLB,29.5475,-94.90361111,5.7,4.38,,FALSE,NA,"Mussel, slipper snail",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
64467e6a,SG,SG_1095,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,8,7.05,,FALSE,NA,"Tubeworm, barnacle, unidentified blob, bryophyte, slipper snail, white worm,",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
6f8b4b94,SG,SG_1096,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,10.98,7.33,,FALSE,NA,"Mussels, tubeworm, barnacle, red worm, byrophyte",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
01d67bb5,SG,SG_1097,892951fc,Galbay_TX_308&435_2022-6-2,GLB,29.5475,-94.90361111,11.1,8.44,,FALSE,NA,"Slipper snail, mussel, bryophyte, barnacle, tubeworm",FALSE,NA,,TRUE,0,6,6,2022,#FF3D00
8f22b407,SG,SG_1098,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.2,5.64,,FALSE,NA,"Ribbed mussels, jingle shell",FALSE,NA,Worm tubes?,FALSE,,6,13,2022,#FF0A00
8fcbb868,SG,SG_1099,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7,5.9,,FALSE,NA,Barnacles,FALSE,NA,,FALSE,,6,13,2022,#FF0A00
9c04ea73,SG,SG_1100,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.98,5.56,,FALSE,NA,Barnacles,FALSE,NA,Black scars,FALSE,,6,13,2022,#FF0A00
beea8384,SG,SG_1101,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.14,5.42,,FALSE,NA,"Barnacles, jingle shell",FALSE,NA,,FALSE,,6,13,2022,#FF0A00
48c637c3,SG,SG_1102,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.6,4.71,,FALSE,NA,"Barnacles, ribbed mussels,  jingle shell",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
107ab9bb,SG,SG_1103,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,10.47,5.44,,FALSE,NA,jingle shell,FALSE,NA,,FALSE,,6,13,2022,#FF0A00
589c9460,SG,SG_1104,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.5,5.64,,FALSE,NA,jingle shell,FALSE,NA,,FALSE,,6,13,2022,#FF0A00
cf668f83,SG,SG_1105,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.8,6.6,,FALSE,NA,"Ribbed mussel,  jingle shell",FALSE,NA,,TRUE,0,6,13,2022,#FF0A00
e4a6a9e4,SG,SG_1106,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.24,4.94,,FALSE,NA,jingle shell,FALSE,NA,,FALSE,,6,13,2022,#FF0A00
8ad3fa16,SG,SG_1107,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.5,5.79,,FALSE,NA,"Barnacles,  jingle shell",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
9da2fb5a,SG,SG_1108,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.5,4.97,,FALSE,NA,"Barnacles,  jingle shell",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
d2a7f6ab,SG,SG_1109,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.16,5.77,,FALSE,NA,,FALSE,NA,,FALSE,,6,13,2022,#FF0A00
fa506746,SG,SG_1110,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.83,5.4,,FALSE,NA,"Ribbed mussels,  jingle shell, bryozoan",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
79a19714,SG,SG_1111,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.93,4.77,,FALSE,NA,"Ribbed mussels,  jingle shell",FALSE,NA,,FALSE,,6,13,2022,#FF0A00
9752528e,SG,SG_1112,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.48,5.03,,FALSE,NA,"Ribbed mussel, barnacles,  jingle shell, bryozoan",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
ca8c8025,SG,SG_1113,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.28,5.3,,FALSE,NA,"Ribbed mussel, barnacle,  jingle shell, bryozoan",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
b5557948,SG,SG_1114,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.8,4.9,,FALSE,NA," jingle shell, bryozoan",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
167ef2dd,SG,SG_1115,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,8.8,5.4,,FALSE,NA,"Barnacles,  jingle shell, bryozoan or boring sponge?",FALSE,NA,,FALSE,,6,13,2022,#FF0A00
d811d9c2,SG,SG_1116,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.67,5.83,,FALSE,NA,"Bryozoan, ribbed mussel,  jingle shell",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
78a75902,SG,SG_1117,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,5.97,4.79,,FALSE,NA,"Bryozoan,  jingle shell, mussels",FALSE,NA,Black worm scars,FALSE,,6,13,2022,#FF0A00
73f34c90,SG,SG_1118,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,8.1,5.96,,FALSE,NA,"Bryozoans, jingle shell, barnacles",FALSE,NA,Black worm scar,FALSE,,6,13,2022,#FF0A00
34ade408,SG,SG_1119,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.27,5.39,,FALSE,NA,"Bryozoan, jingle shell, barnacle",FALSE,NA,"Red hinge worm,",FALSE,,6,13,2022,#FF0A00
814ca307,SG,SG_1120,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,7.66,5.95,,FALSE,NA,"Bryozoan, barnacle, jingle shell",FALSE,NA,"Shell repair hole scars,",FALSE,,6,13,2022,#FF0A00
e44e1e24,SG,SG_1121,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.58,4.97,,FALSE,NA,"Bryozoans, barnacles, jingle shell",FALSE,NA,Red hinge worm,FALSE,,6,13,2022,#FF0A00
c4a094b0,SG,SG_1122,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.92,6.6,,FALSE,"jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia",,FALSE,Black_worm_scars,,FALSE,,6,13,2022,#FF0A00
53aae46e,SG,SG_1123,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.44,4.27,,FALSE,"barnacles , jingle_shells__Anomia_simplex , calcerous_tubeworm",,FALSE,,,FALSE,,6,13,2022,#FF0A00
1b9ef2ba,SG,SG_1124,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.88,5.5,,FALSE,jingle_shells__Anomia_simplex,,FALSE,,,FALSE,,6,13,2022,#FF0A00
e62feb91,SG,SG_1125,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6,4.39,,FALSE,"barnacles , jingle_shells__Anomia_simplex",,FALSE,Black_worm_scars,,FALSE,,6,13,2022,#FF0A00
c5ba762d,SG,SG_1126,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,6.9,4.9,,FALSE,jingle_shells__Anomia_simplex,,FALSE,,,FALSE,,6,13,2022,#FF0A00
5d911985,SG,SG_1127,ad9e8841,CB_TX_2022-6-9,CPB,28.096,-97.174,8.3,4.55,,FALSE,"jingle_shells__Anomia_simplex , ribbed_mussels__Geukensia",,FALSE,Black_worm_scars,,FALSE,,6,13,2022,#FF0A00
2985a17f,SG,SG_1128,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,7.05,5.5,,FALSE,barnacles,,FALSE,,,FALSE,,6,14,2022,#FF9900
2a1edb19,SG,SG_1129,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,10.1,3.35,,FALSE,barnacles,,FALSE,,,FALSE,,6,14,2022,#FF9900
d4280f98,SG,SG_1130,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,8.7,4.38,,FALSE,barnacles,,TRUE,,,FALSE,,6,14,2022,#FF9900
ece13837,SG,SG_1131,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,8.7,3.38,,FALSE,barnacles,,FALSE,,,FALSE,,6,14,2022,#FF9900
c78437b2,SG,SG_1132,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,9.49,3.8,,FALSE,,,TRUE,,,FALSE,,6,14,2022,#FF9900
44703552,SG,SG_1133,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,8.33,2.77,,FALSE,,,FALSE,,,FALSE,,6,14,2022,#FF9900
4679beda,SG,SG_1134,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,6.46,3,,FALSE,,,FALSE,,,TRUE,1,6,14,2022,#FF9900
1433043f,SG,SG_1135,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,8.44,2.9,,FALSE,,,FALSE,,,TRUE,,6,14,2022,#FF9900
e1794eef,SG,SG_1136,21f235c8,FP_Sav_GA_2022-6-10,FPL,32.01721,-80.92203,8.55,4.2,,FALSE,,,FALSE,,,TRUE,0,6,14,2022,#FF9900
